"hgnc_symbol","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"STC2","ENSG00000113739.6",1.11143722302058,7.20568497215743,11.0688062801425,6.59545667442660e-09,0.000117280410584654,10.4790324144626
"CEBPG","ENSG00000153879.4",0.650058544702252,6.99175593122114,7.64574476177039,9.95305722437663e-07,0.00884926317819326,5.90119766041333
"TCEA1","ENSG00000187735.8",0.745468322199798,8.41295105747043,7.03500177523764,2.82358942416627e-06,0.0167363557135082,4.91527551802115
"SEPHS2","ENSG00000179918.15",0.621109921025697,7.07694421044942,6.61668550498975,5.93707878640801e-06,0.0263932837449768,4.20213082218294
"LTO1","ENSG00000149716.8",0.55403410741763,4.24820614899091,6.39851155201756,8.83160631119553e-06,0.0284543740722166,3.74623616829378
"ZNF770","ENSG00000198146.4",0.511446599814649,6.50046837179621,6.34968493516387,9.66107205403837e-06,0.0284543740722166,3.735919684726
"MIA2","ENSG00000150527.12",0.847319212390728,6.1381337783543,6.21626923880626,1.23672731720528e-05,0.0284543740722166,3.50080736844211
"TIMM44","ENSG00000104980.3",0.398768133707784,5.43117655526096,6.07471986337481,1.61144296267696e-05,0.0284543740722166,3.24864993630565
"HSPA9","ENSG00000113013.8",0.561454769692515,9.40745949198924,6.07721861707509,1.60389388246062e-05,0.0284543740722166,3.23860016701113
"IFRD1","ENSG00000006652.9",0.650293839669162,6.64219026495351,6.03450375938327,1.73814947921343e-05,0.0284543740722166,3.17250331615613
"GPT2","ENSG00000166123.9",0.767998473991455,6.90815411492014,5.9934182184061,1.87831430819988e-05,0.0284543740722166,3.09543945404661
"RAB6A","ENSG00000175582.15",0.414219328569656,7.8252882953429,5.93870044922939,2.08342893846702e-05,0.0284543740722166,2.98977384784494
"ARHGEF2","ENSG00000116584.13",0.87659572052891,6.48755298720281,5.90414063578388,2.22483404921806e-05,0.0284543740722166,2.9362968930764
"HSPD1","ENSG00000144381.12",0.37448766242137,9.96490437735962,5.84764544297325,2.47780846117714e-05,0.0284543740722166,2.81500591147196
"KLF4","ENSG00000136826.10",0.619890608525531,5.35316871078484,5.7873225761604,2.78106562549984e-05,0.0290899464427283,2.72930986476612
"PLD6","ENSG00000179598.5",0.73546272187603,2.81395900530183,5.90022135500631,2.24148705862773e-05,0.0284543740722166,2.6247583973373
"DDX49","ENSG00000105671.7",0.402135741035643,5.74056895631831,5.58420468568636,4.11709460991834e-05,0.0385316717650357,2.35392666746141
"CAPN1","ENSG00000014216.11",-0.384656035345582,8.37993058600178,-5.53543742605912,4.52737535658264e-05,0.0402528942953763,2.23379203484464
"ZFAND1","ENSG00000104231.6",0.58262245368005,6.24021688857469,5.43054955734348,5.55940514975989e-05,0.0445758829319672,2.05667712908659
"RIOX2","ENSG00000170854.13",0.505683522808866,5.42522259397761,5.34789458673935,6.54234352898957e-05,0.0445758829319672,1.91561090782637
"XPOT","ENSG00000184575.7",0.609666707844523,8.84739000704286,5.35929738759392,6.39671474578461e-05,0.0445758829319672,1.89649362657559
"SEMA3F","ENSG00000001617.7",-0.786608300694297,5.68399653667172,-5.32850858042339,6.79783117866157e-05,0.0445758829319672,1.87374202376198
