"","SW837.sgCh2.2","SW837.sgBIRC6.1","SW837.sgBIRC6.4","SNU503.sgCh2.2","SNU503.sgBIRC6.1","SNU503.sgBIRC6.4","HCC15.sgCh2.2","HCC15.sgBIRC6.1","HCC15.sgBIRC6.4","HCC95.sgCh2.2","HCC95.sgBIRC6.1","HCC95.sgBIRC6.4","JIMT1.sgCh2.2","JIMT1.sgBIRC6.1","JIMT1.sgBIRC6.4","HCC202.sgCh2.2","HCC202.sgBIRC6.1","HCC202.sgBIRC6.4"
"RRAGC (ENSG00000116954.7)",26.0625,25.805,27.0775,21.315,18.455,20.97,20.635,20.57,20.995,17.2775,15.5775,17.4875,33.1175,35.695,35.2325,33.42,40.795,41.7375
"NA (ENSG00000116957.8)",57.4925,55.14,54.6625,41.5175,47.005,43.055,38.16,36.72,33.9075,57.4725,59.385,60.39,26.5425,24.1875,25.8325,26.2,25.955,26.675
"NID1 (ENSG00000116962.10)",12.5575,12.74,10.8775,31.495,13.7075,13.5175,0.3725,0.2125,0.4725,7.285,5.2775,4.445,0,0,0,0.235,0.125,0.1975
"LGALS8 (ENSG00000116977.14)",33.485,33.8475,36.59,51.6375,54.1225,53.12,41.26,41.4875,43.87,49.7775,45.99,45.4075,40.3125,35.2475,39.195,181.67,180.26,167.4425
"HPCAL4 (ENSG00000116983.8)",0.595,0.58,0.5325,1.2125,0.7925,0.7375,0.04,0,0.045,1.5375,1.1375,1.275,0.19,0.1,0.135,0,0,0
"MTR (ENSG00000116984.8)",16.6725,17.16,14.025,12.62,14.4125,15.55,10.61,9.67,11.78,8.46,7.54,7.1525,9.2625,8.4025,7.31,13.135,15.235,12.8875
"BMP8B (ENSG00000116985.6)",6.6475,6.5825,5.5275,7.895,4.6875,4.7575,3.0425,2.765,2.565,3.18,2.5025,2.27,1.0125,1.0275,1.2075,0.5975,0.3875,0.6025
"MYCL (ENSG00000116990.9)",6.4575,5.8825,6.32,11.5675,7.83,7.64,1.61,1.7225,1.5175,5.1525,5.46,4.7,3.1375,3.08,4.165,4.8475,6.1475,5.465
"SIPA1L2 (ENSG00000116991.6)",3.0325,5.245,3.165,62.995,69.8975,72.16,0.1175,0.1375,0.1875,8.49,8.785,10.17,0.2475,0.17,0.16,0.4,0.4625,0.5025
"RLF (ENSG00000117000.8)",13.715,14.3275,12.4925,10.9925,11.3575,11.36,8.0125,8.0125,7.485,8.565,7.9225,8.96,8.295,7.7125,7.845,12.685,12.6525,12.14
"KMO (ENSG00000117009.7)",3.045,1.2,1.9125,0,0,0,0,0,0,0.5175,0,0.0475,0,0.095,0,40.6275,24.095,26.995
"ZNF684 (ENSG00000117010.11)",5.1575,5.9025,4.8275,3.32,2.2125,3.0375,5.3925,7.1225,5.6,2.5,3.1175,2.54,3.5925,2.785,3.7225,3.6025,3.865,3.89
"KCNQ4 (ENSG00000117013.10)",1.275,1.935,1.5925,0.6275,0.325,0.515,0.395,0.1625,0.4175,0.29,0.27,0.32,0.05,0.04,0.035,1.0175,1.04,1.3725
"RIMS3 (ENSG00000117016.5)",5.77,6.6075,6.67,4.9675,3.6425,2.78,0.3875,0.55,0.7675,3.335,2.2075,2.4875,4.505,4.0425,4.415,5.845,4.9425,4.3675
"AKT3 (ENSG00000117020.12)",1.88,1.615,1.065,42.0925,42.3425,39.22,0.57,0.4725,0.5775,24.935,20.12,21.6425,72.9975,65.2,68.4325,0,0.13,0.0275
"ETV3 (ENSG00000117036.7)",20.7775,20.7375,18.6325,25.9475,23.8025,23.2725,10.9475,11.1625,12.0825,8.3875,7.7625,8.73,10.295,9.4725,10.28,21.865,27.48,26.4625
"ACADM (ENSG00000117054.9)",25.4125,21.805,24.48,42.485,39.4175,36.585,58.7325,60.2875,56.25,36.63,34.61,37.88,30.7325,27.13,28.2025,102.59,109.2725,92.8925
"ST6GALNAC5 (ENSG00000117069.10)",0.965,0.2575,0.5225,2.8675,1.5175,0.98,0,0,0,2.28,1.9675,2.365,2.33,0.9975,1.99,0,0,0
"ADGRL2 (ENSG00000117114.15)",0.05,0.0825,0,5.795,2.935,3.28,0,0,0,4.7225,4.12,4.445,2.19,3.3025,1.9075,35.1625,33.52,29.03
"PADI2 (ENSG00000117115.8)",48.2625,53.82,46.09,0.705,0.59,0.6375,1.3575,1.3,1.02,2.035,1.5825,1.82,10.015,8.675,11.6125,20.17,10.575,10.55
"SDHB (ENSG00000117118.5)",216.9325,231.94,232.4375,97.99,91.29,98.5875,140.0425,142.585,141.645,108.1725,110.3725,118.135,161.51,154.185,151.875,181.28,185.875,176.0325
"MFAP2 (ENSG00000117122.9)",32.42,29.3125,32.18,3.97,1.9775,1.7225,2.7175,2.8225,2.185,0.125,0,0,30.6025,29.66,30.37,7.7625,4.4225,4.0025
"RPF1 (ENSG00000117133.6)",31.29,33.2625,32.8175,54.13,61.2275,59.07,49.8175,50.7975,51.565,39.3625,44.1225,44.9025,53.555,49.5725,49.7675,65.0175,68.455,67.67
"KDM5B (ENSG00000117139.12)",30.9775,32.5025,29.7225,29.3425,34.47,36.445,6.2125,6.7125,6.955,19.3625,17.795,19.0425,35.1125,35.8525,35.815,91.63,99.1175,100.5675
"UAP1 (ENSG00000117143.9)",53.96,56.81,52.79,43.14,39.585,40.4825,35.4175,32.645,35.95,22.5475,17.515,21.6825,222.7175,284.01,223.905,114.385,137.6925,129.33
"ACTL8 (ENSG00000117148.6)",1.4325,1.0825,1.2375,0.5575,0.58,1.2075,0.12,0,0.0525,0.1875,0.675,0.59,0,0,0.0675,0.8725,0.905,1.04
"CTBS (ENSG00000117151.8)",10.6,11.9325,11.185,12.2425,11.45,9.865,14.0275,14.855,14.27,15.0625,14.9475,15.82,18.0825,18.3125,16.5625,20.935,23.755,21.62
"KLHL12 (ENSG00000117153.11)",42.9325,42.805,39.965,35.335,40.6875,44.2525,16.4625,16.5375,15.17,76.9075,79.4425,78.5625,12.82,12.7675,12.87,39.945,53.865,51.735
"SSX2IP (ENSG00000117155.12)",49.645,57.3225,54.135,13.4625,9.945,10.56,17.585,16.6425,14.6275,20.805,18.15,19.4625,12.8725,13.0975,9.5275,35.55,35.2775,36.41
"ZNHIT6 (ENSG00000117174.6)",12.24,13.635,10.5575,18.8525,22.72,24.125,23.2275,25.71,26.705,17.6175,18.5825,22.135,26.815,27.2675,26.225,13.4575,15.39,17.25
"RBBP5 (ENSG00000117222.9)",24.785,23.7275,24.8575,16.09,15.4825,16.9,21.4175,22.42,23.5075,10.6025,10.87,11.5875,18.29,18.09,20.2225,34.775,34.4025,35.2375
"GBP3 (ENSG00000117226.7)",20.0825,17.8375,17.19,4.555,2.165,2.405,8.975,7.82,8.76,10.705,6,7.1425,100.32,80.835,66.3825,17.2925,16.47,14.4925
"GBP1 (ENSG00000117228.9)",9.1575,7.3525,8.02,2.4425,0.935,1.71,1.6525,1.7725,2.005,5.465,3.1975,4.08,34.9325,34.465,32.445,4.8175,3.7525,4.9175
"PINK1-AS (ENSG00000117242.7)",0.9925,0.945,0.715,2.4575,1.7175,2.7925,0.9325,0.6475,0.5875,3.03,2.495,3.06,1.845,1.9775,1.345,2.0475,2.19,1.9825
"KIF17 (ENSG00000117245.8)",1.845,2.36,2.2925,0.88,0.615,0.5075,0.8025,1.175,1.21,1.815,1.5325,2.0025,1.1675,1.095,1.23,0.2225,0.1525,0.4475
"GPR89A (ENSG00000117262.14)",22.9425,19.765,18.2,11.095,12.6125,15.3175,15.47,13.9125,12.28,17.4025,16.085,15.885,21.795,19.89,21.58,13.82,17.29,10.395
"CDK18 (ENSG00000117266.11)",77.77,81.4125,79.26,11.3975,8.43,11.36,3.7625,3.25,4.2675,11.7875,9.41,7.2725,28.065,25.155,24.4025,1.02,0,0.34
"RAB29 (ENSG00000117280.8)",12.5475,11.43,11.4525,23.82,19.5475,23.5225,8.38,8.2375,8.0375,16.0675,13.96,14.695,20.885,19.4275,19.4625,74,71.1875,69.3925
"NA (ENSG00000117289.7)",84.06,64.855,59.2125,127.2975,139.9175,148.075,71.83,79.1775,91.885,0.2925,0.655,0,22.9675,25.39,39.7325,234.215,419.8825,417.1925
"ECE1 (ENSG00000117298.10)",62.945,60.665,56.4275,65.9075,52.735,52.255,30.2675,32.0425,34.1525,51.0925,36.77,37.9175,60.6025,62.8,59.1325,63.9175,67.56,60.03
"HMGCL (ENSG00000117305.10)",47.695,46.7875,49.23,38.0175,35.3275,35.4475,33.6875,32.025,30.8575,27.315,24.6175,22.555,40.905,36.2625,40.02,58.5625,62.04,60.5225
"GALE (ENSG00000117308.10)",243.325,246.3825,245.1825,21.805,20.8025,19.7575,88.1425,86.58,85.8925,38.5075,35.7175,40.32,41.345,47.1375,43.2075,67.925,46.145,45.7175
"ID3 (ENSG00000117318.8)",252.4725,212.3725,227.1625,326.035,153.58,130.0825,347.7575,341.5925,319.6875,193.6975,144.2725,116.96,10.98,11.395,9.8075,432.215,399.5,232.6325
"CD46 (ENSG00000117335.14)",140.5375,137.015,134.2275,89.37,74.87,75.66,100.59,100.645,90.81,110.065,100.315,109.7925,186.7325,170.3825,163.59,153.95,175.9975,161.89
"PRPF3 (ENSG00000117360.8)",55.2525,59.44,56.385,29.9325,27.3225,27.755,28.3025,26.2725,28.0975,18.075,19.86,17.8575,34.82,34.17,28.9225,34.3075,38.0325,34.635
"APH1A (ENSG00000117362.8)",170.745,166.8375,165.495,244.8825,224.1675,213.2975,84.275,80.04,79.2175,128.7675,114.25,109.0525,117.46,116.0925,128.845,408.5275,387.89,395.8375
"P3H1 (ENSG00000117385.11)",9.905,11.74,9.1925,15.0875,15.1975,16.88,31.89,26.3025,33.9975,18.7025,21.13,19.955,17.105,18.4475,18.07,10.485,14.155,12.5075
"SLC2A1 (ENSG00000117394.15)",250.8925,326.5775,279.12,87.515,104.695,92.15,855.705,880.9375,912.13,287.4125,279.82,261.695,210.87,228.045,232.45,71.1925,69.295,67.9975
"EBNA1BP2 (ENSG00000117395.6)",154.93,152.23,166.585,124.6025,145.3975,151.03,304.6675,315.215,319.1925,147.4,159.615,177.2,271.6025,280.9025,270.2625,156.94,150.6975,153.0525
"CDC20 (ENSG00000117399.9)",246.9375,239.4075,251.91,160.0225,83.3275,77.1175,282.355,238.0175,275.3025,146.33,145.3025,142.1875,213.2475,205.2875,191.3575,86.33,61.755,69.8175
"ARTN (ENSG00000117407.12)",0.9875,3.105,1.7125,101.3775,64.005,56.1725,1.26,0.745,1.3475,27.375,30.7325,29.855,9.65,7.245,6.7975,0,0,0
"IPO13 (ENSG00000117408.6)",14.5875,14.315,13.2025,34.7025,25.31,24.0125,13.865,13.4925,13.0875,12.7725,13.765,13.7525,20.855,22.005,20.4075,28.0275,26.37,25.795
"ATP6V0B (ENSG00000117410.9)",160.725,159.6025,169.625,150.4025,144.9025,145.24,153.8375,137.74,134.4275,90.9875,90.6725,96.8025,142.8525,137.49,143.4425,307.445,268.2425,269.86
"B4GALT2 (ENSG00000117411.12)",60.6625,66.2975,58.53,62.2875,53.305,43.1625,21.91,24.375,24.53,65.745,67.095,59.9775,68.0875,66.6975,60.9675,71.0175,57.34,57.2525
"ERI3 (ENSG00000117419.10)",85.5575,86.8625,84.93,78.1075,75.465,83.89,65.965,68.8275,68.935,55.3675,59.095,55.555,90.5625,93.445,88.04,109.6225,107.765,110.87
"AKR1A1 (ENSG00000117448.9)",136.555,133.3875,137.2575,92.79,91.2575,103.77,180.21,191.8125,160.1875,124.405,150.7425,139.3475,139.0175,157.095,164.7025,224.36,216.665,191.925
"PRDX1 (ENSG00000117450.9)",1256.3,1247.675,1274.6,2104.525,2048.225,1993.425,2082.775,2028.725,1976.85,1612.875,1666.975,1636.225,2132.7,2154.475,2128.9,1277.625,964.4375,957.9025
"PIK3R3 (ENSG00000117461.10)",9.1075,8.1875,9.0825,9.54,5.5425,4.1375,1.58,2.0025,1.6525,5.3325,4.5025,3.095,7.27,8.3275,7.7325,65.11,56.0625,58.1975
"TSPAN1 (ENSG00000117472.5)",85.665,81.2075,84.2925,14.1325,6.6525,6.3925,31.455,28.2875,28.74,10.5775,7.12,10.5475,35.5525,34.895,34.915,120.96,117.8675,84.065
"BLZF1 (ENSG00000117475.9)",22.52,20.9325,21.8875,16.3575,16.5625,20.44,21.895,22.8325,19.905,8.8625,8.2625,8.4175,52.1275,50.93,45.5375,29.6525,36.5675,36.215
"SLC19A2 (ENSG00000117479.8)",18.8,18.7375,18.4875,6.2875,8.35,7.53,5.52,5.5575,5.035,3.86,4.3525,3.6775,10.9325,10.455,10.035,15.1975,13.5025,14.3025
"FAAH (ENSG00000117480.11)",14.5825,14.005,12.0825,0.53,0.1525,0.0875,7.835,6.2525,6.265,13.4125,11.625,10.58,11.745,12.245,10.275,12.31,13.69,11.39
"NSUN4 (ENSG00000117481.6)",28.9,29.115,31.3075,28.235,28.7925,33.295,25.035,22.985,24.66,18.5425,17.6375,20.935,12.8625,11.485,13.8275,24.8825,28.935,29.2325
"TMED5 (ENSG00000117500.8)",28.995,27.5925,28.1625,28.245,27.57,29.1525,49.325,48.5625,50.455,26.665,25.9975,29.5375,51.485,55.55,51.53,52.0625,57.6125,56.085
"DR1 (ENSG00000117505.8)",28.8925,27.9975,26.39,42.505,48.3525,45.6225,52.885,52.365,55.7625,41.6775,45.2375,46.205,43.3975,43.74,47.72,54.095,59.3325,57.445
"CNN3 (ENSG00000117519.11)",21.595,22.725,22.2225,24.5725,13.1675,15.5475,76.0275,64.4175,68.0275,64.725,53.475,49.895,183.2525,172.66,155.135,243.05,167.7375,169.1675
"PRRC2C (ENSG00000117523.11)",63.72,68.115,62.98,71.6725,72.735,71.7625,38.535,45.1525,48.1775,33.45,33.6775,38.72,166.88,174.0775,156.0575,71.5925,86.1225,81.1725
"F3 (ENSG00000117525.9)",31.225,38.9125,34.445,16.11,19.82,17.1725,28.1425,25.745,30.0575,315.1175,318.2425,362.75,26.0475,28.54,23.0775,7.545,8.0625,8.3875
"ABCD3 (ENSG00000117528.7)",15.985,18.2025,18.3575,33.985,28.1975,27.39,33.685,32.5775,32.905,28.185,25.2625,22.99,28.925,31.0225,27.4025,84.8775,70.7025,68.105
"VAMP4 (ENSG00000117533.10)",15.49,15.86,14.55,23.5725,20.9675,22.8925,6.515,6.225,7.0625,8.4175,7.9275,6.8325,34.6,33.995,31.9375,25.935,33.0225,34.8775
"DPH5 (ENSG00000117543.15)",27.6875,26.5,24.6275,24.9775,32.4725,35.9675,57.15,59.19,59.9325,35.3275,37.9525,45.4,78.03,77.0225,85.07,45.4425,58.2825,60.4525
"PTBP2 (ENSG00000117569.14)",3.815,4.6075,3.9225,7.335,6.825,6.87,4.3575,4.0825,2.89,5.81,6.5925,7.1725,4.325,4.5125,3.09,9.0325,10.3525,10.5225
"TNFSF4 (ENSG00000117586.6)",0.225,0.18,0.1025,0.075,0.1,0.185,0.4975,0.4525,0.65,0,0.0725,0.09,0.1025,0.115,0.27,0.0325,0,0
"PRDX6 (ENSG00000117592.8)",301.8975,297.31,303.5725,377.75,348.81,349.1175,380.235,388.04,374.5025,160.11,172.2375,180.4675,996.5225,1049.725,1090.775,297.105,289.8825,285.275
"DARS2 (ENSG00000117593.8)",45.2625,47.2125,44.53,47.46,38.655,37.1525,24.6425,24.7475,25.6425,24.2925,22.2475,20.9875,80,77.775,67.97,60.04,47.11,47.9175
"IRF6 (ENSG00000117595.6)",34.6375,36.5,33.125,72.9775,64.0475,62.32,0.5125,0.4225,0.6375,45.995,41.8775,39.5025,38.375,37.125,36.0025,34.74,40.2725,41.9275
"UTP25 (ENSG00000117597.13)",6.745,6.9475,6.18,7.2575,7.89,8.195,4.6,4.3375,4.905,4.47,3.945,4.595,7.76,8.3425,8.34,7.5175,10.4975,9.9225
"RCAN3 (ENSG00000117602.7)",25.88,22.1925,25.8125,16.585,16.475,15.2925,21.5225,22.18,22.14,8.24,6.865,8.8,8.925,8.8325,12.1475,28.2675,32.05,22.7225
"SYF2 (ENSG00000117614.5)",76.35,77.975,76.6975,66.51,72.345,79.165,71.3,69.64,76.46,51.625,54.2875,56.0675,68.3325,71.455,71.54,60.1475,75.47,76.84
"RSRP1 (ENSG00000117616.13)",36.475,28.0375,31.98,22.3825,17.8775,21.695,13.685,14.5725,15.655,19.695,18.125,16.6125,15.2225,10.8025,13.2125,11.155,12.665,12.05
"SLC35A3 (ENSG00000117620.8)",15.6225,13.9875,14.9125,13.6575,12.685,12.6175,16.1775,15.4925,15.2,17.1175,15.1975,16.07,27.4225,27.0225,23.3725,35.2175,36.47,35.2725
"RCOR3 (ENSG00000117625.9)",27.28,28.72,24.295,40.8525,37.61,36.7275,18.6075,18.15,20.3925,17.645,13.6575,18.4075,15.83,13.38,12.7475,40.075,58.2525,53.3075
"STMN1 (ENSG00000117632.16)",325.49,294.64,299.09,355.625,181.6725,180.115,636.9275,598.88,554.015,357.985,319.4225,311.705,208.295,182.93,158.2225,672.695,464.4475,467.26
"MTFR1L (ENSG00000117640.13)",41.9725,38.905,35.3175,25.0225,25.46,29.2475,28.7275,28.6975,28.4525,17.8,15.3425,14.9425,27.0575,27.37,26.2525,58.7375,59.8475,59.8425
"MAN1C1 (ENSG00000117643.10)",3.645,2.5575,2.7825,2.4025,1.0225,1.0725,0.0675,0,0.02,2.105,1.6,1.895,0.46,0.22,0.4525,0.625,0.9125,1.1175
"NEK2 (ENSG00000117650.8)",58.7075,56.25,58.5375,54.6975,33.17,29.7325,84.88,74.6225,72.31,33.765,28.4925,25.7475,75.04,70.0025,62.815,50.2125,42.91,44.65
"RPS6KA1 (ENSG00000117676.9)",74.9175,69.9925,65.6775,29.8425,26.1575,26.39,21.3675,21.2025,23.36,33.8625,31.095,30.23,27.8175,25.5475,26.83,41.915,36.5025,32.955
"DHDDS (ENSG00000117682.12)",62.11,62.5825,55.2675,28.48,30.505,31.4875,30.38,26.1175,28.4575,34.055,30.24,37.2925,39.55,39.1725,33.46,56.2275,70.85,70.1475
"NENF (ENSG00000117691.5)",53.14,47.62,52.2025,78.175,68.9825,67.3825,43.4975,43.7575,47.9225,66.115,62.1325,54.2925,74.3475,75.9975,71.275,106.08,84.515,93.86
"NSL1 (ENSG00000117697.10)",37.6775,33.5075,34.49,47.435,37.7825,42.3075,46.2275,47.7075,46.835,28.64,29.88,23.75,20.6575,19.6325,16.39,73.525,63.705,64.2325
"PROX1 (ENSG00000117707.11)",0.7525,0.7625,0.855,2.9725,2.585,3.1825,0,0,0.04,0.11,0.2575,0.085,0.045,0,0.1975,0,0,0
"ARID1A (ENSG00000117713.13)",43.425,37.57,32.7375,33.1,34.87,34.855,16.0175,19.8725,21.7175,23.2525,23.25,24.335,27.0625,29.1475,32.73,35.0625,38.98,35.78
"CENPF (ENSG00000117724.8)",59.3175,51.6875,45.06,61.7925,34.1525,35.015,78.81,72.2625,75.35,31.2175,29.985,28.11,65.6075,54.1625,43.005,54.29,43.1525,41.365
"RPA2 (ENSG00000117748.5)",70.4225,60.745,63.2275,49.7725,31.9975,34.395,75,69.9025,72.395,42.5525,41.955,40.41,29.6425,26.9525,28.9175,57.0075,47.635,46.3725
"PPP1R8 (ENSG00000117751.13)",55.54,51.455,47.8375,37.525,37.8125,37.055,38.61,39.1125,38.495,31.7125,37.2825,35.5175,31.17,31.805,32.3725,32.95,33.635,35.68
"STX12 (ENSG00000117758.9)",19.2075,20.37,20.25,11.485,13.77,13.405,25.165,22.975,22.52,11.31,9.295,9.9775,22.1725,20.2675,21.2675,19.095,20.805,18.8425
"MARC2 (ENSG00000117791.11)",7.8725,4.385,7.1475,0,0,0,21.76,19.65,19.475,10.3875,7.285,7.43,7.1525,6.1775,6.4,14.5475,12.025,12.02
"OSBPL9 (ENSG00000117859.14)",32.4625,31.795,32.935,26.4725,31.6975,32.57,60.26,58.96,58.18,69.17,65.8075,63.685,57.9175,58.39,55.935,50.4725,59.0875,59.85
"TXNDC12 (ENSG00000117862.7)",39.56,43.6325,42.7575,95.3725,97.775,101.5425,61.555,59.445,60.32,68.7,69.0275,66.3175,43.88,42.88,44.7125,52.4425,73.105,72.4075
"ESYT2 (ENSG00000117868.11)",39.7975,40.05,37.1925,26.1725,34.1225,32.5425,86.26,84.7325,84.47,33.0225,29.3275,29.41,62.7275,67.16,67.05,84.715,86.65,83.205
"CD3EAP (ENSG00000117877.6)",33.45,32.2975,33.625,21.8825,23.98,21.3125,18.4225,16.895,19.7925,28.1425,28.4225,32.185,22.1375,18.915,17.5,9.09,7.51,11.125
"MESD (ENSG00000117899.6)",26.915,25.2875,24.8275,27.9925,25.42,22.99,24.34,24.375,24.2175,29.6075,29.9725,30.5975,21.275,22.5225,21.38,14.6475,15.2675,14.805
"RCN2 (ENSG00000117906.9)",63.77,63.18,69.205,122.6225,102.7475,113.61,61.06,66.6475,53.6025,131.1675,124.4425,119.7325,86.8675,93.665,83.0275,69.0075,71.345,66.6025
"CHRNB4 (ENSG00000117971.7)",1.36,1.3925,0.3625,1.53,0.3125,0.3575,0,0,0,1.5925,0.62,0.79,0.6575,0.275,0.6875,0,0,0
"MUC5B (ENSG00000117983.13)",0.065,0.0825,0.0375,0,0,0,0.055,0.04,0.015,0,0,0.015,0,0,0,0.885,0.3475,0.43
"CTSD (ENSG00000117984.8)",389.8525,361.9125,368.9675,200.4875,182.875,189.05,239.7675,223.9325,226.5925,461.42,406.34,385.5375,118.72,110.4025,123.8125,301.435,297.4125,306.9025
"COLEC11 (ENSG00000118004.13)",0.8075,0.4625,0.505,2.545,1.885,2.1225,0,0,0.235,0.95,0.445,0.4675,0,0,0,0,0,0
"STAG1 (ENSG00000118007.8)",17.0775,15.445,18.355,17.3075,14.015,14.665,9.1025,9.45,9.46,14.6,15.1375,16.775,11.2,12.4475,10.1,20.2275,20.7025,21.185
"STK11 (ENSG00000118046.10)",59.4125,58.3975,60.13,46.0125,49.8825,52.495,64.9675,64.635,69.145,33.95,41.515,38.9425,56.5325,56.3225,58.675,30.465,35.1675,28.5125
"KMT2A (ENSG00000118058.16)",22.825,22.605,16.54,8.2275,7.81,8.1275,17.75,22.185,26.8275,16.2075,16.0275,17.2825,18.9675,19.325,20.41,6.7225,9.94,8.9525
"IFT46 (ENSG00000118096.3)",36.3225,34.8025,33.665,22.5725,22.7675,20.6275,12.7975,15.6325,13.6,17.3575,17.2725,14.8025,29.465,28.6525,29.155,20.595,20.2525,24.6825
"ZNF541 (ENSG00000118156.8)",0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,2.675,3.4675,2.9475
"SLC8A2 (ENSG00000118160.9)",2.6,2.8825,1.9175,2.0875,3.01,5.18,0.06,0.0175,0,0.02,0.0775,0.0575,2.6225,1.655,3.6425,1.425,1.5725,1.6275
"KPTN (ENSG00000118162.9)",16.61,18.9525,18.8,25.2025,17.9275,16.76,12.8525,12.415,14.78,8.48,9.5775,5.1875,12.43,15.1775,16.675,10.8225,7.8075,11.41
"RPS25 (ENSG00000118181.6)",2647.875,2656.675,2815.95,1220.425,1261.25,1223.575,3113.575,3065.4,2991.775,2012.5,2048.675,2115.725,1642.15,1613.275,1614.075,991.5725,927.525,915.51
"KIF14 (ENSG00000118193.7)",12.3875,11.5825,10.495,11.045,6.325,6.055,19.0975,18.225,19.645,29.775,22.8675,26.935,21.23,18.885,16.42,12.8825,10.2025,9.5075
"DDX59 (ENSG00000118197.9)",16.5475,14.5675,12.5125,8.9025,9.395,9.5825,12.3725,15.29,14.62,22.0725,19.62,16.705,31.21,27.5775,28.8425,17.93,22.305,21.955
"CAMSAP2 (ENSG00000118200.10)",21.6,22.005,20.1625,16.62,21.4125,23.525,16.4625,18.0475,19.4475,67.9125,59.2575,68.7075,21.39,21.335,21.245,33.9525,41.2975,41.7475
"ATF6 (ENSG00000118217.5)",15.4275,15.815,14.9875,22.625,33.3525,34.2925,10.6275,12.3525,12.0025,13.9375,14.6375,15.705,21.2325,21.885,21.5475,22.4925,39.2975,41.7875
"MREG (ENSG00000118242.11)",12.0225,11.1975,12.09,13.365,13.225,14.58,11.715,13.2525,10.8675,11.7375,12.5025,13.3025,20.235,19.3525,20.03,9.7125,10.2675,9.1325
"FASTKD2 (ENSG00000118246.9)",50.03,51.845,50.72,29.0875,31.375,31.9475,27.41,28.06,26.0175,25.3675,25.62,27.5225,25.985,27.285,20.655,18.335,20.305,17.8525
"NRP2 (ENSG00000118257.12)",17.575,19.68,17.14,67.93,84.0275,80.035,14.85,15.5075,17.18,2.8725,2.11,4.2075,2.4,2.2475,2.685,0,0,0
"CREB1 (ENSG00000118260.10)",26.42,21.785,25.575,22.54,24.85,21.57,22.41,15.82,19.8475,21.225,18.175,21.525,28.325,27.6725,27.725,27.6975,35.2075,36.6775
"KLF7 (ENSG00000118263.10)",10.1125,10.2175,10.955,8.315,8.5175,7.68,3.1325,3.9,3.325,8.3675,6.83,8.235,8.685,6.925,8.9275,6.7275,8.24,8.595
"B4GALT6 (ENSG00000118276.7)",7.6475,7.49,7.88,14.6425,7.69,11.36,6.125,7.195,7.635,5.2275,5.1175,4.7575,0.7,0.3925,0.7575,0.3025,0.4175,0.44
"CA14 (ENSG00000118298.6)",0.3275,0.555,0.6575,1.0475,0.255,0.465,0.2275,0.2075,0.2825,1.1175,0.3925,0.93,0.365,0.15,0.2125,2.0975,1.28,0.7725
"CASC1 (ENSG00000118307.14)",0.3775,0.0775,0.225,0.3125,0.8925,0.305,0.6375,0.2275,0.545,0.135,0.0625,0.205,1.615,2.2925,1.765,1.6,2.6375,1.75
"ATP10B (ENSG00000118322.8)",1.8775,1.465,1.64,0,0,0,0,0,0,0.135,0.015,0.06,0,0,0,0.115,0.1325,0.1525
"SPCS2 (ENSG00000118363.7)",207.9,237.1,199.315,209.285,214.71,172.6025,215.7375,247.1825,213.18,277.205,251.0425,234.0875,248.4075,252.5525,298.505,342.015,295.575,306.75
"USP35 (ENSG00000118369.8)",5.2225,3.7575,3.5025,3.15,3.1825,3.7725,2.6,3.075,3.3825,2.955,2.15,3.275,3.985,3.9575,3.5525,4.415,5.0775,4.485
"ELOVL4 (ENSG00000118402.5)",0.0525,0.04,0,11.7225,10.9775,11.81,0.035,0,0,11.74,9.8675,11.195,5.9075,5.5475,6.435,0.0375,0.09,0.085
"CASP8AP2 (ENSG00000118412.8)",5.565,5.4425,5.83,10.335,6.46,6.885,17.7775,18.9,17.545,11.19,11.5175,12.13,9.165,8.36,5.3,5.7075,4.7,4.0175
"HMGN3 (ENSG00000118418.10)",40.2175,31.0025,34.1975,103.4575,66.4175,68.29,110.1725,106.785,96.4425,161.11,154.86,145.805,43.8825,39.66,33.49,55.7375,50.65,47.5675
"UBE3D (ENSG00000118420.12)",3.4425,4.245,4.4775,5.3525,5.055,6.5225,5.1975,4.1675,5.655,5.7975,6.1475,5.2275,5.165,5.715,4.2125,1.8,2.1975,2.185
"CNR1 (ENSG00000118432.11)",0.0225,0,0,0.4225,0.2575,0.27,0,0,0,0.575,0.2775,0.8075,0,0,0,0.02,0,0
"ANKRD13C (ENSG00000118454.8)",22.4925,25.2575,25.985,13.22,12.17,12.105,14.4575,16.1375,17.8925,8.3475,8.5975,10.61,16.7475,13.4375,16.75,13.0675,13.8175,14.2625
"SGIP1 (ENSG00000118473.17)",0,0,0,0.74,0.0575,0.0225,3.41,2.925,2.165,0,0,0,0,0,0,0,0,0
"PHF3 (ENSG00000118482.7)",30.7775,31.9675,29.65,26.6825,27.285,28.2225,29.5375,32.6975,31.5775,24.1625,20.8725,23.9975,22.0025,21.825,19.69,8.47,9.8875,9.935
"PLAGL1 (ENSG00000118495.14)",5.1875,4.7525,5.0625,3.925,3.5475,3.12,6.6775,6.8825,7.8075,0.445,0.5625,0.4775,1.02,0.7225,1.175,0.135,0.05,0.05
