"hgnc_symbol","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"MTHFD2","ENSG00000065911.7",0.856791507222129,8.75693564619338,9.0695755765936,1.05288854651631e-07,6.24082137805098e-05,8.10237858887341
"ATF4","ENSG00000128272.10",0.68551086979299,8.61117163121227,8.95980597136736,1.24112500876783e-07,6.521246652736e-05,7.94342951986814
"KCTD15","ENSG00000153885.10",0.709487382315595,5.39624348643015,8.95756722304721,1.24531345145766e-07,6.521246652736e-05,7.91048700806642
"SEPHS2","ENSG00000179918.15",0.587519180654799,7.07694421044942,8.93502261341489,1.28832947994486e-07,6.521246652736e-05,7.90314483673016
"GARS","ENSG00000106105.9",0.727819089656261,8.65471583671415,8.92608750657189,1.30580764468189e-07,6.521246652736e-05,7.89376712467044
"SESN2","ENSG00000130766.4",1.30097244879479,5.60943874363116,8.98533306220837,1.19440022593339e-07,6.521246652736e-05,7.88513938432852
"TSEN15","ENSG00000198860.7",0.609400590894727,5.78496233505519,8.91880425951538,1.32023889044256e-07,6.521246652736e-05,7.86323787518344
"ANLN","ENSG00000011426.6",-0.620450269523813,7.66450002618135,-8.85758881730994,1.44836513635233e-07,6.96076455530191e-05,7.78877179578771
"PROSER1","ENSG00000120685.15",0.532247623326471,6.0556030066157,8.76423467082435,1.66951068110877e-07,7.81243129775686e-05,7.64536291089111
"RAB6A","ENSG00000175582.15",0.42824466385429,7.8252882953429,8.67751966628238,1.9068292354604e-07,8.69416345255302e-05,7.52634306375337
"RIOX2","ENSG00000170854.13",0.581051289657148,5.42522259397761,8.66010800216305,1.95861380140975e-07,8.70701765416704e-05,7.46515305473547
"AARS","ENSG00000090861.11",0.454215430107176,9.00693400100626,8.6299026519187,2.05198274019196e-07,8.89959928929109e-05,7.45708788466779
"CCPG1","ENSG00000260916.1",0.91285346467844,6.21759098915947,8.61262324730831,2.10748726167687e-07,8.9226996397948e-05,7.42283518988985
"DDX21","ENSG00000165732.8",0.423835368583482,8.92087635688769,8.59191383219558,2.17609370649172e-07,8.99890657879903e-05,7.39975895569887
"SLC38A1","ENSG00000111371.11",0.589654304695513,8.61210837951368,8.52895165094601,2.39945913114421e-07,9.69708687954688e-05,7.30496200478001
"CAPN1","ENSG00000014216.11",-0.418390150016658,8.37993058600178,-8.48346035677893,2.5757480667781e-07,0.000101782115829885,7.23575719211893
"TARS","ENSG00000113407.9",0.464512981343034,8.71044079993679,8.37535066408791,3.05150684218187e-07,0.000115450839718464,7.07139818772274
"ZC3H8","ENSG00000144161.8",0.540891064777332,4.46927281607501,8.39098302993732,2.97736473858913e-07,0.000115094564742591,7.02394572193284
"CARS","ENSG00000110619.12",0.594891131461734,6.65903198835071,8.30222916024257,3.42495458306405e-07,0.000126880296658427,6.95540434960915
"GRPEL2","ENSG00000164284.10",0.646698732261902,5.64984438681113,8.22842966909915,3.85080088586372e-07,0.000139744778270263,6.82787068678722
"DNAJC10","ENSG00000077232.12",0.590578110202502,7.17203158506582,8.17599372650245,4.18689898008315e-07,0.000145983211105566,6.76356552018184
"PYROXD1","ENSG00000121350.11",0.569548888226969,4.92067195878026,8.20788681295936,3.97897145978098e-07,0.000141508140995651,6.75147132942531
"DNAJA3","ENSG00000103423.9",0.358062887113011,6.83203982360207,8.12301367382566,4.5578767422284e-07,0.000155861854289049,6.68062246096715
"WARS","ENSG00000140105.13",1.213067073328,7.87605097400277,8.07452618473065,4.92765536035191e-07,0.000165327486071279,6.60516526571555
"TRIB3","ENSG00000101255.6",1.74128115967812,7.10209754807685,8.05566626422925,5.07986682600987e-07,0.000166685039235699,6.57569202416557
"NARS","ENSG00000134440.7",0.471957735330994,7.8839316111527,8.03668394564373,5.23805164707185e-07,0.000166685039235699,6.5454184954371
"MARS","ENSG00000166986.8",0.570074295262598,8.4173044881435,8.03535332642313,5.24933201956987e-07,0.000166685039235699,6.54305301722832
"HSPD1","ENSG00000144381.12",0.36195062226785,9.96490437735962,7.9694047119052,5.8415840742634e-07,0.000176059403404325,6.43766659158217
"KLF4","ENSG00000136826.10",0.673254003786298,5.35316871078484,7.98374413438854,5.70710079529695e-07,0.000176059403404325,6.37292848430346
"CDH24","ENSG00000139880.15",-0.730642006128283,3.96852712527435,-7.97700916269912,5.7698564148824e-07,0.000176059403404325,6.29330850708786
"PYGB","ENSG00000100994.7",0.834779310737798,7.08470660282273,7.84143252766108,7.19958749659904e-07,0.000213371774774207,6.23575262996716
"RHBDD1","ENSG00000144468.12",0.564662881988723,5.19418595906731,7.74895264517613,8.3844961278305e-07,0.000244414934664069,6.06253298153158
"LTO1","ENSG00000149716.8",0.481777049596249,4.24820614899091,7.73865383426447,8.52855553584952e-07,0.000244604475062058,5.9842454707354
"SEL1L","ENSG00000071537.9",0.60435499746872,7.36006289666441,7.67836754890907,9.42549605837811e-07,0.000266038366523936,5.9725435091755
"AIMP2","ENSG00000106305.5",0.480244234726744,5.74908380370532,7.65638621160461,9.77665117561446e-07,0.000268707354175489,5.94021626471533
"GAS5","ENSG00000234741.3",0.919044144195608,7.31592314381756,7.65359082879098,9.822279845578e-07,0.000268707354175489,5.93367527549914
"SLC7A5","ENSG00000103257.4",0.877779230474342,10.5239917876426,7.61969148927056,1.03937053471716e-06,0.00028003161891425,5.87173799817006
"EIF4EBP1","ENSG00000187840.4",0.765437655217492,7.46933129752523,7.60487117204478,1.06543597865324e-06,0.000282769889140475,5.85394243387312
"KIF20A","ENSG00000112984.7",-0.746423395259527,6.58312667235011,-7.59330311414155,1.08625659083397e-06,0.000284056098503083,5.83817259527707
"TSPAN9","ENSG00000011105.7",-0.378961250634845,5.37258929063772,-7.5780677543644,1.11432964634468e-06,0.000287174054656537,5.81318071663857
"LMNA","ENSG00000160789.15",-0.369431392900653,9.16351064103793,-7.5579234578311,1.15261883107403e-06,0.000292798115059406,5.77315550110094
"CARHSP1","ENSG00000153048.6",-0.467640260694495,5.7689741797629,-7.53519044358894,1.19748761807359e-06,0.000296583583451551,5.73805026527792
"CALM3","ENSG00000160014.12",-0.444340828253472,7.90070892883157,-7.53350891212342,1.20087830438149e-06,0.000296583583451551,5.73649641039869
"NPC2","ENSG00000119655.4",-0.480371253538721,6.0547853539466,-7.51312350239542,1.24279259161738e-06,0.000302730655673153,5.70818355726269
"SHMT2","ENSG00000182199.6",0.539497778532796,8.22799281808636,7.50263787106083,1.26494559140823e-06,0.00030396300684353,5.6827496307743
"SPAG5","ENSG00000076382.12",-0.589103222110404,7.01262725174826,-7.48295279153124,1.30765757571952e-06,0.000305957460676901,5.65455324129234
"DDIT3","ENSG00000175197.6",1.4012393440599,5.03845040187569,7.48884139684526,1.29472473318688e-06,0.000305957460676901,5.59564174021923
"C6orf48","ENSG00000204387.8",0.57766012940142,6.63744016851235,7.38451652776737,1.5450657407728e-06,0.000356809857174311,5.49232159307557
"SEMA3F","ENSG00000001617.7",-0.777187369258224,5.68399653667172,-7.31639732680248,1.73545189171372e-06,0.000395638532544274,5.38546695581362
"GM2A","ENSG00000196743.4",-0.507684161185368,6.12408040608268,-7.30063089594003,1.78291777056471e-06,0.000401314478432679,5.35588613337067
"NIFK","ENSG00000155438.7",0.418791387680203,5.99474695187279,7.27236598287311,1.87144005032966e-06,0.000415974337187025,5.31138282169408
"ESPL1","ENSG00000135476.7",-0.570515787353653,5.7012278517091,-7.24763703318268,1.95265671999451e-06,0.000419895494908412,5.27153868353819
"GTF2H3","ENSG00000111358.9",0.366161473384381,6.58637292713827,7.24547762054312,1.95992161047116e-06,0.000419895494908412,5.2614809147597
"CDCA8","ENSG00000134690.6",-0.546649619569394,5.85719641368698,-7.20876152457679,2.0878650412312e-06,0.000433726780656394,5.20595488801157
"","ENSG00000036549.8",0.365578914102227,5.85370441456361,7.20870316209434,2.08807522456555e-06,0.000433726780656394,5.20434041038811
"RAB3GAP1","ENSG00000115839.13",0.422390317786475,7.02202054366249,7.20604957304111,2.09765510833708e-06,0.000433726780656394,5.19115051386215
"GOT1","ENSG00000120053.9",0.648732181725792,6.490002877164,7.19830217174046,2.12588819916169e-06,0.000434173695535962,5.18372462445261
"ZNF26","ENSG00000198393.3",0.563080089328544,3.75181700020763,7.25665773915776,1.92261150493571e-06,0.000419895494908412,5.14692834808042
"SIAH2","ENSG00000181788.3",0.406522259108271,6.25591907926715,7.17362674279136,2.21848715143986e-06,0.000443248747493299,5.14263805046891
"CBX4","ENSG00000141582.10",0.748536382357614,6.09991020052095,7.14480745435217,2.33199712525314e-06,0.000460750809791681,5.09482063326341
"ACAP2","ENSG00000114331.8",0.453500431081379,6.94629315236331,7.13813002005192,2.35915316505878e-06,0.000460994083308519,5.07514414883457
"FAM129A","ENSG00000135842.12",1.77412320356557,4.6506291897022,7.1237472286882,2.41877396595701e-06,0.0004675069419853,5.06449339214802
"HSPA13","ENSG00000155304.4",0.689695923713519,6.09387189364664,7.06439015660644,2.68198395265559e-06,0.000507351474958742,4.96554735868037
"DDIT4","ENSG00000168209.4",0.922498800363691,8.9415860204135,7.06729662530128,2.66842321788201e-06,0.000507351474958742,4.94770633806093
"MAD2L1","ENSG00000164109.9",-0.479115327887457,6.40924209710719,-7.04306222522013,2.78372224983724e-06,0.000518773185016354,4.92265435966493
"ITGB5","ENSG00000082781.7",-0.524181540499717,7.13455430671267,-7.03958044028652,2.80071003045608e-06,0.000518773185016354,4.91127536880141
"EXOSC8","ENSG00000120699.8",0.499800234003293,5.20256781377325,7.0061652601852,2.96935698439561e-06,0.000536117593902113,4.86720022572396
"TES","ENSG00000135269.13",0.633000885427168,7.18044849773923,6.99992705659839,3.00199862819742e-06,0.000536117593902113,4.83760836072367
"AMMECR1L","ENSG00000144233.5",0.423822194267311,5.78472712387323,6.98941854723569,3.05783467480169e-06,0.000538360556310136,4.83619801779055
"HSPA2","ENSG00000126803.8",-0.801759192844107,4.12673629658835,-7.19213416610845,2.14864948864946e-06,0.000434173695535962,4.80228036569165
"TMEM106C","ENSG00000134291.7",-0.474022997617537,6.72495853159088,-6.97328102747552,3.14570040767847e-06,0.000543076161644063,4.79164099896101
"VLDLR","ENSG00000147852.11",0.833287549851982,4.36946548630555,6.96119122826612,3.21325183759698e-06,0.000549404270924515,4.79060424722466
"SLC38A2","ENSG00000134294.9",0.570012026130406,8.90622633670563,6.97523878661924,3.13490172854196e-06,0.000543076161644063,4.78874019559073
NA,"ENSG00000212768.2",0.593023416712083,4.12299746422059,6.99747236551093,3.01494541616305e-06,0.000536117593902113,4.76705096691058
"AURKA","ENSG00000087586.13",-0.463854394484026,6.85611484178449,-6.92214262997068,3.44197004105705e-06,0.000570098080128588,4.71396151621675
"RSL24D1","ENSG00000137876.5",0.422745781231588,7.29219860956553,6.925642038852,3.42079657990131e-06,0.000570098080128588,4.71152148653873
"TMEM267","ENSG00000151881.10",0.644414530200311,4.80543026667451,6.91036654061331,3.51423251053483e-06,0.000570098080128588,4.69748877147329
"USP40","ENSG00000085982.9",0.430197775960509,5.83162133996625,6.90836933773378,3.5266442927761e-06,0.000570098080128588,4.69487980984279
"TECR","ENSG00000099797.7",-0.416389245910162,7.03010775689775,-6.91030165249802,3.51463504571752e-06,0.000570098080128588,4.68144983382487
"TBRG1","ENSG00000154144.8",0.571174919904584,5.10216115359439,6.91225316569066,3.50254979333017e-06,0.000570098080128588,4.68103671802269
"DUSP12","ENSG00000081721.7",0.499605050560247,4.7480526326042,6.89683243651841,3.59924238857689e-06,0.000571444001372092,4.66892416147332
"EPRS","ENSG00000136628.13",0.596247492016188,9.04364759610823,6.8986230401842,3.5878732131701e-06,0.000571444001372092,4.65567605458181
"PLOD1","ENSG00000083444.12",-0.422282146771726,6.89593895859033,-6.88350746700901,3.68503715849466e-06,0.000579887882764178,4.6405831514296
"CHAC1","ENSG00000128965.7",1.70839990284072,4.8022028113036,7.02482870954737,2.87389437437549e-06,0.000526841131599432,4.62610482477195
"RNF14","ENSG00000013561.13",0.355068544702618,5.98818081326827,6.83337790853215,4.02740165721162e-06,0.00062146033112443,4.56578280006364
"GHITM","ENSG00000165678.15",0.505996184430584,8.52037073381243,6.82966211040296,4.05406581995466e-06,0.00062146033112443,4.53680055078397
"NRM","ENSG00000137404.10",-0.948483301175163,4.5752487346098,-6.87223105891798,3.75930867633291e-06,0.000586386200724138,4.53067833908723
"FDPS","ENSG00000160752.10",-0.453783145255385,7.12194733029771,-6.78775353609194,4.36787210165691e-06,0.000658216116200536,4.46928059003788
"ZNF263","ENSG00000006194.6",0.348864378369035,5.3101955118358,6.76911998470612,4.51543806341921e-06,0.000666339854576943,4.46440950289713
"ZNF598","ENSG00000167962.8",0.390814613073973,6.42526031942083,6.76611212262509,4.53974160333587e-06,0.000666339854576943,4.44656908968856
"INSIG1","ENSG00000186480.8",-0.957400670065246,6.37220590985508,-6.76851036137745,4.52035283591924e-06,0.000666339854576943,4.44362720722719
"ERRFI1","ENSG00000116285.8",0.745094553664084,6.27491573519536,6.75090529449264,4.66471817742614e-06,0.000671791998968872,4.43286323887829
"EIF2S2","ENSG00000125977.6",0.387845286320996,8.56367911857574,6.76218583223606,4.57167148005776e-06,0.000666339854576943,4.41991214572335
"NBPF1","ENSG00000219481.6",0.483051113482436,5.9467392215519,6.72452381081757,4.89011663562283e-06,0.000684693338697994,4.3801655476792
"CALR","ENSG00000179218.9",-0.432241667881353,9.26339083688893,-6.73585982809982,4.79190331854839e-06,0.000676266863574821,4.36749231597458
"TCEA1P2","ENSG00000230409.2",0.760549512899813,4.21899043121039,6.73622555402097,4.78876919347209e-06,0.000676266863574821,4.32079975877709
"CYB561A3","ENSG00000162144.5",-0.453847827361644,5.6854874270089,-6.67828331109523,5.31299934974889e-06,0.000732370189435928,4.29464011803926
"ASF1B","ENSG00000105011.4",-0.598460784551383,5.87223718657842,-6.66550085795991,5.43650127815873e-06,0.000743629736370912,4.27580977570703
"ATF5","ENSG00000169136.4",0.767846291072688,5.36933406738603,6.65467532689489,5.54343531045708e-06,0.000752468448019448,4.26216626593042
"NAGA","ENSG00000198951.7",-0.455964561705361,5.09550046779121,-6.6498349591834,5.59195528059285e-06,0.000753304157571985,4.257164255056
"PLD6","ENSG00000179598.5",0.604783100183411,2.81395900530183,6.79297018720323,4.3274672059311e-06,0.000657701041503134,4.23659335882905
"LRRC75A-AS1","ENSG00000175061.13",0.436369588334815,8.4962005456604,6.64518296757087,5.63900418101317e-06,0.000753930619148693,4.20966236658878
"ZNF664","ENSG00000179195.11",0.390294584170791,8.32826898234329,6.60753695291019,6.03526026875734e-06,0.000794955541474393,4.14317259337376
"INCENP","ENSG00000149503.8",-0.504680032885803,6.39201637066445,-6.58937822948322,6.23666645956075e-06,0.000815444139587569,4.13387534398631
"ADM2","ENSG00000128165.7",1.18716533946151,4.33157725323426,6.61909232989265,5.91063349153389e-06,0.000784349886167579,4.12843166605544
"EHD2","ENSG00000024422.7",-0.586207857373533,6.00529911530584,-6.56186384928426,6.55528553048332e-06,0.000826709839028755,4.10651427613217
"LSS","ENSG00000160285.10",-0.479276841169403,6.71372816599095,-6.57891443119971,6.35589359595599e-06,0.000821911013754604,4.10559696691596
"CSNK1A1","ENSG00000113712.12",0.272693370072144,8.67149052848232,6.5769474864539,6.37856933405327e-06,0.000821911013754604,4.08832281659561
"ZFAND2A","ENSG00000178381.7",0.48471274898547,4.23137643573237,6.55317697189197,6.65936621609222e-06,0.000833921479257407,4.0692632738446
"NCAPH","ENSG00000121152.5",-0.545814678709786,5.91435162552712,-6.53225923986985,6.91711407915629e-06,0.000860140717171728,4.04830141575652
"C6orf62","ENSG00000112308.8",0.391823508734018,7.98783107727538,6.52133068701392,7.05588725221528e-06,0.000871304077214529,3.99344389248452
"LINC00909","ENSG00000264247.1",0.572317860216939,2.95511282164236,6.5622346624586,6.55088057222693e-06,0.000826709839028755,3.98220852663973
"B3GALNT2","ENSG00000162885.8",0.348527488474821,5.09969313126805,6.49512591634062,7.40058275522943e-06,0.00090135042844856,3.97964984159636
"SLC3A2","ENSG00000168003.12",0.565573159696214,9.35538689713733,6.5120544277881,7.17595378047323e-06,0.000880019380168103,3.96776264670368
"LRRFIP1","ENSG00000124831.14",0.372296290012304,7.2045435274564,6.46619265922297,7.80161502871277e-06,0.000943730057418847,3.90462756186028
"TNS3","ENSG00000136205.12",-0.490551393003765,7.0738471657504,-6.44724282368733,8.07647899148445e-06,0.000965434773507884,3.86133272219558
"MKI67","ENSG00000148773.8",-0.695735213190389,8.19447801630881,-6.444947153175,8.11045535963893e-06,0.000965434773507884,3.85618359895822
"OGDH","ENSG00000105953.10",-0.288248053099985,7.32014999548616,-6.4426957083434,8.14392172006426e-06,0.000965434773507884,3.85608858218784
"SREBF1","ENSG00000072310.12",-0.45193727081912,7.12778529915135,-6.43802401393022,8.21382303581451e-06,0.000967272855780488,3.84534784140214
"CNTN1","ENSG00000018236.10",-1.13781473316817,2.48873742197576,-6.41121312798192,8.62724709218257e-06,0.000985531081500007,3.84037974928686
"CENPO","ENSG00000138092.6",-0.494582774998963,5.53090970370267,-6.40782835548525,8.68095927396274e-06,0.000985531081500007,3.827509220381
"BUB1","ENSG00000169679.10",-0.523391074122609,6.94007748474422,-6.41647921728534,8.54436739405214e-06,0.000985531081500007,3.82314246778302
"CUL4A","ENSG00000139842.10",0.31666407150167,6.99822157393076,6.42122265890845,8.47042269814898e-06,0.000985531081500007,3.81789067177392
"BCL2L2","ENSG00000129473.5",0.435419343953927,5.42288938480938,6.39611727042356,8.86950059376051e-06,0.000985531081500007,3.7936854014838
"GFPT1","ENSG00000198380.8",0.705749197085291,7.65416699253554,6.40771821857149,8.68271284694964e-06,0.000985531081500007,3.79165019176535
"DTD1","ENSG00000125821.7",0.409733497045144,5.49605558416596,6.39291977294693,8.9217154393843e-06,0.000985531081500007,3.78396116617012
"PYCR1","ENSG00000183010.12",0.42429146111542,7.99031114619323,6.40282142226637,8.76105219887311e-06,0.000985531081500007,3.77728888284414
"TUBB4B","ENSG00000188229.5",-0.398490369862699,8.94126117955267,-6.40301327444771,8.75796912772446e-06,0.000985531081500007,3.7739161725028
"SPRED1","ENSG00000166068.8",0.341166983132754,5.70703323168515,6.37499961581211,9.22032963500462e-06,0.000997683747837854,3.76653625068734
"AHDC1","ENSG00000126705.9",-0.44468153583502,5.23146233197893,-6.36299006228967,9.42625728928259e-06,0.000998303987177987,3.75950411114266
"RCC2","ENSG00000179051.9",0.4478410326613,8.58007157956347,6.39283545765893,8.92309662138686e-06,0.000985531081500007,3.75532548804617
"TUBA1B","ENSG00000123416.11",-0.456669259660885,10.4008906308716,-6.38277946787627,9.08943179868788e-06,0.000997683747837854,3.73195706923505
"TTYH3","ENSG00000136295.10",-0.427313458111395,6.86696841539341,-6.36985924664736,9.30789246766641e-06,0.000997683747837854,3.72469617299435
"KPNA2","ENSG00000182481.4",-0.478141808897163,8.46931227525843,-6.36952243224363,9.31366000118568e-06,0.000997683747837854,3.71482456056651
"PABPC1","ENSG00000070756.9",0.269179577543952,11.3641704128926,6.37248044553328,9.26313445498052e-06,0.000997683747837854,3.71188558554602
"ASS1","ENSG00000130707.13",0.647991752960486,8.38664881008046,6.35518948780151,9.56257233070914e-06,0.00100616367564893,3.68957708227777
"CIT","ENSG00000122966.9",-0.541971962111841,6.50183336066863,-6.30200676417371,1.0548316977613e-05,0.00109690159354336,3.62137412265127
"DNAJB5","ENSG00000137094.10",-0.726558814793481,2.27200590287279,-6.56241800490124,6.54870375275302e-06,0.000826709839028755,3.61922550984242
"DUS4L","ENSG00000105865.6",0.39801944467732,4.17492191480433,6.28330775421127,1.09195370826105e-05,0.00110954976230274,3.61816915786468
"NCAPD2","ENSG00000010292.8",-0.499062719770277,8.30716824236998,-6.31397618621848,1.03176063610146e-05,0.00107922162536213,3.61546046653118
"SLC43A1","ENSG00000149150.4",1.18979109753597,2.97721312168122,6.70415124973957,5.07193208410904e-06,0.000704602314997086,3.6116093612167
"KDELC2","ENSG00000178202.8",-0.378128034758216,6.02277533643535,-6.28809916978662,1.08231397755587e-05,0.00110954976230274,3.6061256136457
"PAK4","ENSG00000130669.13",-0.300412103234612,6.66584946803793,-6.28521350102908,1.08810893311265e-05,0.00110954976230274,3.58065785305535
"BIRC5","ENSG00000089685.10",-0.521758907054321,7.23863811696427,-6.28386994705774,1.09081803765173e-05,0.00110954976230274,3.56837757717832
"BUD31","ENSG00000106245.5",0.345142792240352,6.48845839185297,6.26733717520384,1.12473436327838e-05,0.00113636513908046,3.54574890050181
"C16orf72","ENSG00000182831.7",0.388688805275809,6.46967064898923,6.25914915053218,1.14193602724793e-05,0.00114134503255389,3.53687193722605
"ATF6","ENSG00000118217.5",0.535218100133194,6.61764290234984,6.25888269962541,1.14250037000671e-05,0.00114134503255389,3.52809405993783
"TK1","ENSG00000167900.7",-0.662374983387391,7.30795939370716,-6.25045260367872,1.16050584960349e-05,0.00114645083431385,3.50643643093102
"SCD","ENSG00000099194.5",-0.580810047335467,10.7926075244914,-6.25249341985877,1.15612006351765e-05,0.00114645083431385,3.49275357631233
"TUBE1","ENSG00000074935.9",0.991392440395399,3.7987752966254,6.36267448097104,9.43173264232942e-06,0.000998303987177987,3.47274595681216
"NUSAP1","ENSG00000137804.8",-0.599633973883161,7.05847455331209,-6.22464705277921,1.21747930288965e-05,0.0011895174156035,3.46803866297084
"SDC1","ENSG00000115884.6",-0.64754940107262,7.5324199325301,-6.23642610883513,1.19112112668223e-05,0.00117019424721898,3.46600655667383
"EMP2","ENSG00000213853.5",-0.492111857397576,6.95953583942373,-6.22021209608075,1.22755996342017e-05,0.00119281263767964,3.45460646202563
"ARL2","ENSG00000213465.3",-0.332471101771979,5.78388277754418,-6.20021022512872,1.2741139633399e-05,0.00121808034925323,3.45168556564747
"SLC16A1","ENSG00000155380.7",0.764411638546046,7.56208707385663,6.21413710292026,1.24150945326991e-05,0.00119981092924161,3.44341830124381
"EIF1","ENSG00000173812.6",0.45262865647288,8.86510570427203,6.20077225197066,1.27278110655867e-05,0.00121808034925323,3.40256112443589
"RRP12","ENSG00000052749.9",0.514317597657543,6.35597044444006,6.18235796207503,1.31721463802004e-05,0.00124588886666343,3.39993621763546
"EIF5","ENSG00000100664.6",0.362064542528628,8.6245543282636,6.19210446501064,1.29349907974297e-05,0.00123000003401014,3.38881236547084
"SEC63","ENSG00000025796.9",0.463445547951878,6.83449814683487,6.14833099533015,1.40361399080537e-05,0.00130675727667545,3.32751665786601
"LRPPRC","ENSG00000138095.14",0.293827373463101,8.96641672745919,6.15053752484295,1.39783664482248e-05,0.00130675727667545,3.31191650909067
"TUBB","ENSG00000196230.8",-0.447013986555833,10.593104316993,-6.15074076253602,1.39730575265099e-05,0.00130675727667545,3.30540511547279
"IDH2","ENSG00000182054.5",-0.649134941694151,6.09259416037152,-6.12341566531741,1.47059813768368e-05,0.0013619883377235,3.30291126780037
"THAP9-AS1","ENSG00000251022.2",0.467774042504018,4.77092343790906,6.10673494778702,1.51729265920031e-05,0.00139074732298453,3.29189766393251
"DLGAP5","ENSG00000126787.8",-0.631920320659352,6.34988272359577,-6.10244450964849,1.52955015188598e-05,0.00139479286158136,3.27207020544834
"CCNA2","ENSG00000145386.5",-0.555164194406969,6.79742572566153,-6.11045287638308,1.50675330913755e-05,0.0013882428675173,3.2606766834592
"LGR4","ENSG00000205213.9",-0.548957158179071,5.51522651411818,-6.08099044128353,1.59240443931265e-05,0.00143010786564937,3.25992782285162
"NT5C3A","ENSG00000122643.14",0.356511614966966,5.33071468652104,6.09129196791311,1.56189573707974e-05,0.00140982893384528,3.25290783409206
