"hgnc_symbol","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"STC2","ENSG00000113739.6",0.936207440080635,7.20568497215743,18.6505465210628,2.81884386462961e-12,5.01246816008437e-08,17.0875392900505
"BIRC6","ENSG00000115760.9",-1.04230956980329,6.18668358826768,-15.6521825658946,4.05056001652697e-11,3.60135291069413e-07,14.8865070566374
"CEBPG","ENSG00000153879.4",0.570379481546259,6.99175593122114,13.422991596605,4.01050526903005e-10,2.37716015646308e-06,13.1099898637065
"IFRD1","ENSG00000006652.9",0.653645738493686,6.64219026495351,12.1392107766572,1.74761404107122e-09,7.76901821958211e-06,11.7934362628962
"PSAT1","ENSG00000135069.9",0.718766440674368,8.63919764437051,11.3465078211207,4.62795655624258e-09,1.64588646966211e-05,10.991324336097
"YARS","ENSG00000134684.6",0.338669536805192,8.07712721857688,10.1444853389455,2.25641311466289e-08,6.53544328422492e-05,9.52563979962829
"ASNS","ENSG00000070669.12",0.837977465796704,8.23549511802034,10.0494935366807,2.57271977221766e-08,6.53544328422492e-05,9.40152681494827
"SARS","ENSG00000031698.8",0.553592433743574,7.57884716767047,9.95258884127666,2.94393171306452e-08,6.54362421521417e-05,9.26973523969307
"TCEA1","ENSG00000187735.8",0.515020513540541,8.41295105747043,9.72209517356259,4.07253643808192e-08,8.04642699355252e-05,8.97564851039441
"PCK2","ENSG00000100889.7",0.778114001462093,6.96675184363643,9.40693115467041,6.40562859743194e-08,0.000113904887719535,8.52654366613417
"RBCK1","ENSG00000125826.15",0.47448051461192,6.71504879512061,9.28711676062719,7.63093328114109e-08,0.000123357505095683,8.36166032800936
"LONP1","ENSG00000196365.7",0.449706788130977,7.14886993048003,9.17040866774651,9.06342258785507e-08,0.000123973677274799,8.20959020879008
"SLC6A9","ENSG00000196517.7",0.825998231546728,5.32635559276376,9.20559041615209,8.60397998150552e-08,0.000123973677274799,8.07429240921709
"ZNF770","ENSG00000198146.4",0.357236709740238,6.50046837179621,8.87577417266725,1.4089915585347e-07,0.000174028583737201,7.78215508325403
