"hgnc_symbol","gene_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"BIRC6","ENSG00000115760.9",-1.10550627390454,6.18668358826768,-11.6619951206228,3.12105430480063e-09,5.54985876479647e-05,2.34664799921593
"STC2","ENSG00000113739.6",0.380488352651961,7.20568497215743,5.28352471035187,7.43052280379993e-05,0.660647782485852,-0.425807643797299
"PSAT1","ENSG00000135069.9",0.438954670950595,8.63919764437051,4.89205198225097,0.00016296357505588,0.965939430547884,-0.620093399696895
"ASNS","ENSG00000070669.12",0.543537136108885,8.23549511802034,4.56861238145518,0.000315783759652807,0.99889593461596,-0.99163533388314
"YARS","ENSG00000134684.6",0.199560093107655,8.07712721857688,4.23795212616515,0.000627203065551201,0.99889593461596,-1.30655125239803
"IFRD1","ENSG00000006652.9",0.3284986966056,6.64219026495351,4.27303101130062,0.000582929504378892,0.99889593461596,-1.41886753248487
"MARS","ENSG00000166986.8",0.292576594258714,8.4173044881435,4.11083086354562,0.000818306722631292,0.99889593461596,-1.44538513439369
"GTF2IP4","ENSG00000233369.3",-0.463102622485766,5.22245564084155,-4.57840850131607,0.000309472823449954,0.99889593461596,-1.55549601519352
"CEBPG","ENSG00000153879.4",0.245350428138165,6.99175593122114,4.06996097752625,0.000891543748476916,0.99889593461596,-1.56935444289548
"NRBP1","ENSG00000115216.9",-0.168538744823101,6.97545009961188,-4.03801777982511,0.000953379612069025,0.99889593461596,-1.57062539359166
"GALM","ENSG00000143891.12",-0.253075775518681,4.01527238651187,-4.33311491198165,0.000514341670492113,0.99889593461596,-1.59424435370467
"AARS","ENSG00000090861.11",0.203765932706462,9.00693400100626,3.8557244084783,0.00139913279733682,0.99889593461596,-1.71690671049957
"CBS","ENSG00000160200.13",0.428495257472209,7.04056153343353,3.89104753262697,0.00129877130999608,0.99889593461596,-1.78009504929588
"SARS","ENSG00000031698.8",0.298985247191624,7.57884716767047,3.78382472651668,0.00162821097337658,0.99889593461596,-1.85230091662809
